name__text,description__text,id,url,Start date,Start time,End date,End time,summary,logo_id,organizer_id,venue_id,category_id,resource_uri,logo__url
Years Ahead Road Safety Workshop,"Years Ahead is a road safety workshop for seniors presented by the RACV, Darebin Council and Victoria Police. Join us for an interactive session designed to assist older people to remain safe on the road. It covers topics such as: ? Driving and road safety tips including new road rules ? Choosing a safe vehicle ? The impact of health and medications on driving A member of Victoria Police will also be available to answer questions about road and community safety. Morning tea provided, BYO cup!    Darebin Libraries uses Eventbrite for all event bookings. When booking with Eventbrite individuals will be required to provide their name and contact details. Eventbrite?s privacy policy can be found at the Privacy link located at the bottom of this page. Individuals may choose to book directly with Darebin Libraries by contacting the library on 1300 655 355.",61011170052,https://www.eventbrite.com.au/e/years-ahead-road-safety-workshop-tickets-61011170052?aff=ebapi,6/6/2019,10:30 AM,6/6/2019,12:30 PM,"Years Ahead is a road safety workshop for seniors presented by the RACV, Darebin Council and Victoria Police. Join us for an interactive ses",61330329,2046839277,11044946,117,https://www.eventbriteapi.com/v3/events/61011170052/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61330329%2F29101596107%2F1%2Foriginal.20190429-004036?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=e9fec23b7ec0d4c829c64ca6d5c7c2e2
"Property investment seminar at Knoxfield, VIC","PROPERTY INVESTMENT SEMINAR AT KNOXFIELD, VIC  - Your Exclusive InvitationÿTo the 7 Steps to Wealth Real Estate Event -  ÿ  ÿ  Our property investment seminars are designed to educate Australians on how to get their plan B ready, without impacting their livelihood.ÿYou can decide if this is life-changing and whether the solution we are about to show you is in fact such great timing:      7 Steps to Wealth      Signposts to success      Focus and success strategies      Our unique point of difference      Property vs. Real Estate      Millionaire case studies      Real client testimonialsÿ      And much more      ?I went to John?s seminar 18 years ago. He is the best when it comes to a simple message; he delivers great stories told in a fun and easy environment. It?s a great night!?  Craig Chu - CIO Client since 2002    ÿ  For more than 20 years, the 7 Steps to Wealth Real Estateÿplan has given thousands of Australians an income forÿlife for themselves and their family.  An absolute must if you are looking for a solution to a less stressful financial future.  ?I went to John?s seminar 18 years ago.ÿHe is the best when it comes to aÿsimple message; he delivers greatstories told in a fun and easyÿenvironment. It?s a great night!?Craig Chu - CIO -ÿClient since 2002  * Complimentary parking on-site. Hot and cold light refreshments and supper will be served  FAQs  What can I bring into the event?  >> Bring your friend or your partner. The more the merrier. This event will truly benefit everyone.ÿ  How can I contact theÿorganizerÿwith any questions?  >> Call usÿatÿ1800 778 377ÿor emailÿcontact@7stepsstrategy.com  >> Or leave us a message on Facebookÿhttps://www.facebook.com/sevenstepstowealth",61410125338,https://www.eventbrite.com.au/e/property-investment-seminar-at-knoxfield-vic-tickets-61410125338?aff=ebapi,6/5/2019,6:30 PM,6/5/2019,8:30 PM,"PROPERTY INVESTMENT SEMINAR AT KNOXFIELD, VIC  - Your Exclusive InvitationÿTo the 7 Steps to Wealth Real Estate Event -  ÿ  ÿ  Our property",61734226,7690333125,32002408,117,https://www.eventbriteapi.com/v3/events/61410125338/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61734226%2F119773517517%2F1%2Foriginal.20190506-023909?h=200&w=450&auto=compress&rect=0%2C20%2C652%2C326&s=3c29541c2ebc24224dcb57932198d07d
Age Pension And Your Choices,"Presented by the Department of Human Services? Financial Information Service, this seminar will cover: ? retirement choices ? income and assets tests ? investments and concession ? tax issues    Darebin Libraries uses Eventbrite for all event bookings. When booking with Eventbrite individuals will be required to provide their name and contact details. Eventbrite?s privacy policy can be found at the Privacy link located at the bottom of this page. Individuals may choose to book directly with Darebin Libraries by contacting the library on 1300 655 355.",61010850095,https://www.eventbrite.com.au/e/age-pension-and-your-choices-tickets-61010850095?aff=ebapi,6/5/2019,6:00 PM,6/5/2019,8:00 PM,"Presented by the Department of Human Services? Financial Information Service, this seminar will cover: ? retirement choices ? income and ass",61329980,2046839277,11044946,117,https://www.eventbriteapi.com/v3/events/61010850095/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61329980%2F29101596107%2F1%2Foriginal.20190429-002053?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=f5158f147b7eff45e0509822d7b8dbf6
The Joy of Minimalism,"Join health and lifestyle YouTuber and master of minimalism, Rachel Aust, as she shares her tips on how to live meaningfully with less. Through minimalism, Rachel has been able to reduce stress, create her ideal home environment and is helping others to do the same through her popular new book ?Less: A Visual Guide to Minimalism?.  Rachel will be joined by minimalist and simplicity coach Nyamka Bayanmunkh who went a whole year without buying anything new. Nyamka runs the Melbourne Minimalist Meetups where she hosts practical minimalism workshops including simplifying your finances, digital decluttering and capsule closets. This event is presented in partnership with Whitehorse Manningham Libraries and is part of Whitehorse Sustainable Living Week - see the full program of fantastic free events here.",58616187595,https://www.eventbrite.com.au/e/the-joy-of-minimalism-tickets-58616187595?aff=ebapi,6/4/2019,7:00 PM,6/4/2019,8:00 PM,"Join health and lifestyle YouTuber and master of minimalism, Rachel Aust, as she shares her tips on how to live meaningfully with less. Thro",58298106,6928581933,32009595,117,https://www.eventbriteapi.com/v3/events/58616187595/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58298106%2F88417307823%2F1%2Foriginal.20190312-022614?h=200&w=450&auto=compress&rect=0%2C0%2C1280%2C640&s=55ef20bf9f4c167aed371f2fe63f3992
Gardening Masterclass with Melissa King,"JoinÿMelissa King,ÿone of Australia's most popular and respected horticulturalists and television presenters, for an afternoon of interesting and practical gardening advice. Melissa has been a regular presenter on ABC?s Gardening Australia, Foxtel?s Garden Angel?s and Channel 10?s 'The Circle? and currently stars on Channel 9?s The Garden Gurus. She also co-hosts her own online show ?The Gardenettes?.ÿMelissa will inspire us to grow a whole range of delicious heirloom vegetables. Following Melissa?s presentation, there will be two engaging workshops: At 3:20pm AB Bishop, horticulturist, landscape designer, and habitat consultant will share practical advice from her new book,ÿHabitat: A practical guide to creating a wildlife-friendly Australian garden,ÿthe No. 1 selling gardening book in Australia in 2018. At 4pm DuncanÿCocking, owner and Edible Landscape Designer at Leaf, Root & Fruit Gardening Services will show you how to develop a low maintenance backyard orchard. This event is part of Whitehorse Sustainable Living Week, see the full program of fantastic free events here.",59028801735,https://www.eventbrite.com.au/e/gardening-masterclass-with-melissa-king-tickets-59028801735?aff=ebapi,6/2/2019,2:00 PM,6/2/2019,5:00 PM,"JoinÿMelissa King,ÿone of Australia's most popular and respected horticulturalists and television presenters, for an afternoon of interestin",58854398,6928581933,23366713,117,https://www.eventbriteapi.com/v3/events/59028801735/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58854398%2F88417307823%2F1%2Foriginal.20190321-003828?h=200&w=450&auto=compress&rect=317%2C132%2C1282%2C641&s=9f0704a84a532997d3e87444842674bc
"FREE Home Interior Talks with Kylie Tyrell, at Nunawading Homemaker HQ","FREE 40 minute session! Create the perfect interior spaceÿwith our resident Stylist. Whether you're a first home buyer, renovating or upsizing - sometimes all you need is a fresh eye, andÿsome inspiration to open up new possibilities. Our resident Interiors Stylist Kylie from Gold Chalk is available to giveÿfreeÿadvice on creatingÿstylish interiors for a room in your home. Book your appointment now and don?t forget to bring photos andÿmeasurements of the space you are wanting toÿtransform as well as any images that inspire you. Did we mention it?sÿFREE! How the styling session will work: Our stylist will spend time getting an insight into the space and your vision, giving you advice about your particular home styling needs. We'll then help guide you to Nunawading Homemaker HQ stores, taking in all the furniture, soft furnishings and accessories options. Our resident stylist can help you with:? Paint colour ideas and developing colour schemes for styling your home? Ideas for window treatments, soft furnishings and fabrics? Furniture layout, home d‚cor and art work advice? Shopping adviceÿ Book your spot now and you can pick up your FREE GIFT BAG when you talk with Kylie!  ",60563683608,https://www.eventbrite.com.au/e/free-home-interior-talks-with-kylie-tyrell-at-nunawading-homemaker-hq-tickets-60563683608?aff=ebapi,5/7/2019,1:00 PM,5/7/2019,1:40 PM,"FREE 40 minute session! Create the perfect interior spaceÿwith our resident Stylist. Whether you're a first home buyer, renovating or upsizi",60185922,18286196581,31616097,117,https://www.eventbriteapi.com/v3/events/60563683608/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60185922%2F224339586882%2F1%2Foriginal.20190411-022807?h=200&w=450&auto=compress&rect=849%2C28%2C1700%2C850&s=c36186c1a9220ffe3ea4c5ccefbefe85
Metricon Homes - Studio M Saturday Preview,"Studio M is at the heart of our company mission - to provide excellence in customer experience. We offer you products, service and expertise to ensure your Metricon home is an expression of your individuality. Register for a Studio M preview to get a sneak peak of what?s on offer, the process and the productsÿthat will come together to help you create your dream home! Limited preview places available.ÿ ",53631487222,https://www.eventbrite.com.au/e/metricon-homes-studio-m-saturday-preview-tickets-53631487222?aff=ebapi,5/11/2019,2:00 PM,5/11/2019,4:00 PM,"Studio M is at the heart of our company mission - to provide excellence in customer experience. We offer you products, service and expertise",22788622,11050222863,16313921,117,https://www.eventbriteapi.com/v3/events/53631487222/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F22788622%2F181578988397%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=72%2C0%2C1440%2C720&s=fb0032e12595f95dc438835dcd046ce9
EnviroGroup presents FutureFest,Celebrate our 15th anniversary by exploring what is to come in sustainable technology for your home and lifestyle. The future is bright!,61080624793,https://www.eventbrite.com.au/e/envirogroup-presents-futurefest-tickets-61080624793?aff=ebapi,5/31/2019,6:00 PM,5/31/2019,9:00 PM,Celebrate our 15th anniversary by exploring what is to come in sustainable technology for your home and lifestyle. The future is bright!,61614922,20133317548,31811904,117,https://www.eventbriteapi.com/v3/events/61080624793/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61614922%2F305066737805%2F1%2Foriginal.20190502-231751?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=314dad063e1bba1bdcab5e87f107ba59
Top Tips from a Waste Free Family with Erin Rhoads,"Join Erin Rhoads, the popular eco blogger ?The Rogue Ginger?, author and Melbourne mum for a fun and lively discussion on how to parent without so much waste, and save money in the process. Erin will share what she learnt from going plastic free, how it unexpectedly improved her life, plus tips and tricks that helped her to make waste free parenting part of her daily life. Morning tea will be provided and babies on laps welcome. This event is part of the Whitehorse Parenting Information Forum Programÿand Whitehorse Sustainable Living Weekÿ- visit the links to see their full program of fantastic free events.",58624273781,https://www.eventbrite.com.au/e/top-tips-from-a-waste-free-family-with-erin-rhoads-tickets-58624273781?aff=ebapi,5/31/2019,10:00 AM,5/31/2019,11:30 AM,"Join Erin Rhoads, the popular eco blogger ?The Rogue Ginger?, author and Melbourne mum for a fun and lively discussion on how to parent with",58305750,6928581933,30758021,117,https://www.eventbriteapi.com/v3/events/58624273781/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58305750%2F88417307823%2F1%2Foriginal.20190312-061304?h=200&w=450&auto=compress&rect=0%2C208%2C3306%2C1653&s=7ed4e5e8d0b226b0b59437b06ed2d474
Create an Indoor Oasis for Your Urban Space,"Join Jason Chongue, architect, interior designer and plant cultivator as he discusses his new book ?Plant Society: Create an Indoor Oasis for Your Urban Space?, an essential guide on how to care for and decorate your home with indoor plants. Even if you?ve killed every house plant in the past, Jason will show you that it?s really not that difficult to keep plants happy as he explains the basics of indoor gardening. Jason has collected a huge number of rare and unusual plants sourced through long-nurtured relationships with other growers, and his mammoth plant collection has featured heavily across the Australian media and on international blogs. This event is presented in partnership with Whitehorse Manningham Libraries andÿis part of Whitehorse Sustainable Living Week. See the full program of fantastic free events here.",58621439303,https://www.eventbrite.com.au/e/create-an-indoor-oasis-for-your-urban-space-tickets-58621439303?aff=ebapi,5/30/2019,7:00 PM,5/30/2019,8:30 PM,"Join Jason Chongue, architect, interior designer and plant cultivator as he discusses his new book ?Plant Society: Create an Indoor Oasis fo",58303520,6928581933,23366713,117,https://www.eventbriteapi.com/v3/events/58621439303/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58303520%2F88417307823%2F1%2Foriginal.20190312-024907?h=200&w=450&auto=compress&rect=0%2C229%2C852%2C426&s=e66eb0005b0f28e94fc21160a38050cf
Michael Mobbs' Sustainable House,"Join the ?off-grid guy? Michael Mobbs, who attracted Australian and international attention when he converted his three-bedroom inner city Sydney house into a water collecting, energy generating, waste water/sewage reusing residence. Michael will outline how he went about creating one of the first inner city off-grid houses in the world, and how it?s possible for almost anyone. This event is presented in partnership with Whitehorse Manningham Libraries andÿis part of Whitehorse Sustainable Living Week. See the full program of fantastic free events here.",58621823452,https://www.eventbrite.com.au/e/michael-mobbs-sustainable-house-tickets-58621823452?aff=ebapi,5/30/2019,11:00 AM,5/30/2019,12:00 PM,"Join the ?off-grid guy? Michael Mobbs, who attracted Australian and international attention when he converted his three-bedroom inner city S",58303851,6928581933,32009595,117,https://www.eventbriteapi.com/v3/events/58621823452/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58303851%2F88417307823%2F1%2Foriginal.20190312-050225?h=200&w=450&auto=compress&rect=0%2C95%2C1024%2C512&s=b56a43b2b6760ef011361934f163e4f0
Designing with Indigenous Plants with Ben Crisfield-Smith,Garden design inspiration with indigenous plants for spectacular sustainable spaces.,61139570100,https://www.eventbrite.com.au/e/designing-with-indigenous-plants-with-ben-crisfield-smith-tickets-61139570100?aff=ebapi,5/29/2019,7:00 PM,5/29/2019,8:30 PM,Garden design inspiration with indigenous plants for spectacular sustainable spaces.,61548314,5774470310,31857184,117,https://www.eventbriteapi.com/v3/events/61139570100/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61548314%2F84064311664%2F1%2Foriginal.20190502-022948?h=200&w=450&auto=compress&rect=0%2C130%2C3568%2C1784&s=038421fd8b9d976bbb57fb46cda9a858
Make Your Home Comfortable This Winter!,"With autumn upon us and the cooler weather fast-approaching, it's time to bring out the winter woollies and start looking forward to cosy nights in.ÿWithÿcooler days and chilly nights, staying comfortable and warm doesn?t need to be expensive. There are many simple, effective and cheap ways to retrofit your home to stay warm. The experts at Positive Charge will provide you with practical and simple advice that will make your home more comfortable, as well as save you money on energy bills. They will also look at the benefits of solar and provide information to assist you in installing solar at your home. Light refreshments provided. Children welcome. For more information contact Positive Charge on 1300 23 68 55. Positive Charge is a program of the Moreland Energy Foundation and supported by City of Whittlesea.",59737430262,https://www.eventbrite.com.au/e/make-your-home-comfortable-this-winter-tickets-59737430262?aff=ebapi,5/29/2019,10:00 AM,5/29/2019,11:30 AM,"With autumn upon us and the cooler weather fast-approaching, it's time to bring out the winter woollies and start looking forward to cosy ni",59509266,11401889417,31274887,117,https://www.eventbriteapi.com/v3/events/59737430262/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59509266%2F83441569773%2F1%2Foriginal.20190401-224255?h=200&w=450&auto=compress&rect=0%2C300%2C3600%2C1800&s=44a09e5020ce73b4252d26bd9fd28571
